location,LON,LAT,YEAR,MM,DD,DOY,date,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,PRECTOT,PS,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TS,WS10M
MOH1,-92.20934,38.89723,2018,7,15,196,2018-07-15,35.87,25.25,40.69,1.09,98.66,60.6,29.57,21.3,20.99,36.11,23.47,30.4,1.36
MOH1,-92.20934,38.89723,2018,7,16,197,2018-07-16,35.77,25.8,40.61,0.07,98.71,51.58,30.01,19.04,18.89,36.91,23.22,31.05,2.2
MOH1,-92.20934,38.89723,2018,7,17,198,2018-07-17,35.8,16.46,40.53,0.26,98.92,50.6,27.74,16.63,16.45,34.49,21.48,28.39,2.27
MOH1,-92.20934,38.89723,2018,7,18,199,2018-07-18,36.13,15.18,40.45,7.55,98.8,66.5,25.14,18.59,18.38,29.68,20.69,25.48,2.7
MOH1,-92.20934,38.89723,2018,7,19,200,2018-07-19,36.15,3.84,40.37,17.08,98.36,73.71,27.3,22.3,22.14,33.75,21.79,27.79,3.2
MOH1,-92.20934,38.89723,2018,7,20,201,2018-07-20,33.26,27.85,40.28,1.35,98.29,56.69,28.66,19.35,18.96,36.24,22.54,29.17,3.52
MOH1,-92.20934,38.89723,2018,7,21,202,2018-07-21,31.45,27.92,40.19,0,98.52,55.02,26.16,16.52,16.36,33.02,19.65,26.92,3.73
MOH1,-92.20934,38.89723,2018,7,22,203,2018-07-22,32.21,25.43,40.1,0,98.58,57.78,25.32,16.51,16.37,31.85,19.58,26.33,3.09
MOH1,-92.20934,38.89723,2018,7,23,204,2018-07-23,33.78,23.04,40,0,98.78,57.54,25.59,16.7,16.52,32.17,19.35,26.51,2.57
MOH1,-92.20934,38.89723,2018,7,24,205,2018-07-24,32.51,25.63,39.9,0,98.96,53.14,26.63,16.4,16.28,34.58,19.26,27.52,2.53
MOH1,-92.20934,38.89723,2018,7,25,206,2018-07-25,32.28,27.12,39.79,0,98.93,44.87,26.37,13.45,13.27,34.59,17.52,27.22,1.91
MOH1,-92.20934,38.89723,2018,7,26,207,2018-07-26,34.05,4.11,39.69,3.9,98.87,56.74,24.65,15.59,15.38,30.77,18.61,24.91,2.28
MOH1,-92.20934,38.89723,2018,7,27,208,2018-07-27,31.41,27.21,39.58,0.04,99.09,49.86,24.05,12.99,12.91,31.42,16.01,24.86,2.25
MOH1,-92.20934,38.89723,2018,7,28,209,2018-07-28,34.35,16.04,39.46,0.87,99.14,56.12,23.08,13.94,13.84,29.39,17.34,23.64,2.44
MOH1,-92.20934,38.89723,2018,7,29,210,2018-07-29,34.92,7.85,39.35,15.38,98.82,84.83,21.39,18.74,18.7,24.63,18.96,21.54,2.18
MOH1,-92.20934,38.89723,2018,7,30,211,2018-07-30,34.53,15.73,39.23,0.74,98.87,68.51,22.42,16.45,16.28,28.77,18.45,23.21,2.63
MOH1,-92.20934,38.89723,2018,7,31,212,2018-07-31,31.87,16.09,39.11,2.79,98.83,60.89,22.71,14.88,14.71,29.37,16.43,23.25,2.53
MOH1,-92.20934,38.89723,2018,8,1,213,2018-08-01,31.02,24.67,38.98,0,98.83,49.16,24.81,13.47,13.37,32.71,15.88,25.34,1.69
MOH1,-92.20934,38.89723,2018,8,2,214,2018-08-02,32.29,26.4,38.85,0.01,98.81,46.56,26.86,14.48,14.38,35.27,18.03,27.1,2.52
MOH1,-92.20934,38.89723,2018,8,3,215,2018-08-03,32.29,26.79,38.72,0,98.9,45.78,28.05,15.29,15.17,36.87,18.86,28.72,2.39
MOH1,-92.20934,38.89723,2018,8,4,216,2018-08-04,32.49,26.52,38.59,0,98.88,43.43,28.25,14.64,14.47,35.82,21.08,28.75,3.72
MOH1,-92.20934,38.89723,2018,8,5,217,2018-08-05,35.26,25.07,38.45,0.01,99,54.44,28.83,18.84,18.68,35.94,23.33,29.15,3.12
MOH1,-92.20934,38.89723,2018,8,6,218,2018-08-06,37.61,19.23,38.31,3.33,98.8,56.78,29.99,20.62,20.38,37.94,23.22,30.24,2.72
MOH1,-92.20934,38.89723,2018,8,7,219,2018-08-07,36.47,14.85,38.16,6.61,98.67,77.2,26.33,22.1,22.01,31.13,23.16,26.52,2.17
MOH1,-92.20934,38.89723,2018,8,8,220,2018-08-08,33.96,19.97,38.01,0.15,98.72,56.3,26.68,17.37,17.12,33.76,20.27,27.21,1.92
MOH1,-92.20934,38.89723,2018,8,9,221,2018-08-09,32.97,24.61,37.86,0.01,98.73,41.16,27.58,13.18,13.05,36.06,19.93,28.08,1.63
MOH1,-92.20934,38.89723,2018,8,10,222,2018-08-10,34.04,24.15,37.71,1.19,98.66,50.05,27.41,16.15,15.91,36.45,18.6,28.38,1.98
MOH1,-92.20934,38.89723,2018,8,11,223,2018-08-11,33.03,24.9,37.55,0.02,98.82,48.92,27.34,15.71,15.5,35.12,20.22,28.26,2.26
MOH1,-92.20934,38.89723,2018,8,12,224,2018-08-12,31.74,25.8,37.39,0,99.09,45.5,27.24,14.46,14.36,35.51,19.54,28.08,2.65
MOH1,-92.20934,38.89723,2018,8,13,225,2018-08-13,33.68,24.31,37.23,0,98.91,47.51,27.76,15.63,15.52,36.04,19.93,28.63,2.42
MOH1,-92.20934,38.89723,2018,8,14,226,2018-08-14,36.1,8.82,37.06,6.3,98.6,79.67,24.32,20.64,20.59,28.56,22.35,24.47,2.48
MOH1,-92.20934,38.89723,2018,8,15,227,2018-08-15,37.32,15.4,36.89,11.2,98.35,78.71,25.3,21.41,21.34,30.93,21.48,25.72,2.81
MOH1,-92.20934,38.89723,2018,8,16,228,2018-08-16,35.68,21.46,36.72,7.69,98.61,72.68,26.79,21.59,21.45,32.3,21.23,27.22,1.98
MOH1,-92.20934,38.89723,2018,8,17,229,2018-08-17,34.37,20.3,36.55,2.02,98.79,65.59,25.74,18.94,18.66,31.67,20.82,26.48,2.68
MOH1,-92.20934,38.89723,2018,8,18,230,2018-08-18,33.48,22.8,36.37,0.02,98.76,64.1,25.83,18.66,18.52,32.36,19.31,26.56,2.12
MOH1,-92.20934,38.89723,2018,8,19,231,2018-08-19,34.74,11.63,36.19,8.18,98.39,73.98,24.82,19.96,19.85,29.49,20.58,24.93,3.64
MOH1,-92.20934,38.89723,2018,8,20,232,2018-08-20,35.7,17.71,36,6.06,98.01,75.41,23.77,19.25,19.1,28.71,19.96,24.24,4.57
MOH1,-92.20934,38.89723,2018,8,21,233,2018-08-21,32.75,22.5,35.82,0.65,98.78,66.11,23.21,16.64,16.42,30.2,18.44,23.71,3.62
MOH1,-92.20934,38.89723,2018,8,22,234,2018-08-22,30.79,20.79,35.62,0.03,99.41,53.85,21.95,12.24,11.86,28.18,16.82,22.2,2.12
MOH1,-92.20934,38.89723,2018,8,23,235,2018-08-23,33.02,6.14,35.43,7.29,99.11,63.47,19.81,12.77,12.54,26.2,14.62,19.8,2.94
MOH1,-92.20934,38.89723,2018,8,24,236,2018-08-24,36.05,10.22,35.23,2.45,98.41,74.85,23.95,19.3,19.02,31.14,17.26,24.21,4.64
MOH1,-92.20934,38.89723,2018,8,25,237,2018-08-25,35.89,21.85,35.03,0.44,98.67,68.31,27.78,21.54,21.41,35.5,23.76,27.99,4.54
MOH1,-92.20934,38.89723,2018,8,26,238,2018-08-26,34.96,22.96,34.83,0.03,98.82,62.54,28.88,21.16,21.01,35.69,22.81,29.2,3.59
MOH1,-92.20934,38.89723,2018,8,27,239,2018-08-27,34.84,23.02,34.62,0,98.48,57.02,29.79,20.5,20.36,36.64,23.85,30.14,5.51
MOH1,-92.20934,38.89723,2018,8,28,240,2018-08-28,35.07,23.27,34.42,1.61,98.52,57.3,30.21,20.98,20.83,37.08,24.6,30.58,4.47
MOH1,-92.20934,38.89723,2018,8,29,241,2018-08-29,36.46,13.05,34.21,27.81,98.87,82.89,24.5,21.44,21.34,27.96,20.88,24.91,2.35
MOH1,-92.20934,38.89723,2018,8,30,242,2018-08-30,35.62,3.01,34.03,6.78,99.08,84.54,23.62,20.88,20.79,27.88,19.49,23.9,3.13
MOH1,-92.20934,38.89723,2018,8,31,243,2018-08-31,35.44,5.76,33.85,10.63,98.72,81.35,25.84,22.45,22.38,31.45,21.12,25.94,3.37
MOH1,-92.20934,38.89723,2018,9,1,244,2018-09-01,34.55,22.82,33.67,2.32,98.74,76.12,26.67,22.21,22.13,32.06,22.54,26.64,3.52
MOH1,-92.20934,38.89723,2018,9,2,245,2018-09-02,35.99,17.73,33.48,0.01,98.92,68.89,26.68,20.62,20.5,32.81,21.27,26.98,3.42
MOH1,-92.20934,38.89723,2018,9,3,246,2018-09-03,35.64,21.84,33.3,0,99.16,69.4,27.18,21.22,21.11,32.75,22.14,27.48,2.91
MOH1,-92.20934,38.89723,2018,9,4,247,2018-09-04,34.92,20.46,33.11,0.04,99.1,65.78,27.38,20.55,20.42,33.71,21.75,27.7,3.54
MOH1,-92.20934,38.89723,2018,9,5,248,2018-09-05,35.98,17.43,32.91,16.14,99.11,72.74,26.66,21.47,21.32,32.55,21.36,26.97,2.22
MOH1,-92.20934,38.89723,2018,9,6,249,2018-09-06,36.88,9.12,32.72,1.68,99.21,73.8,25.67,20.74,20.57,30.67,22.05,25.9,1.78
MOH1,-92.20934,38.89723,2018,9,7,250,2018-09-07,36.63,6.56,32.52,20.32,98.94,89.13,22.82,20.93,20.95,25.98,20.74,22.92,4.08
MOH1,-92.20934,38.89723,2018,9,8,251,2018-09-08,34.28,4.22,32.32,16.93,98.7,85.05,18.51,15.96,15.9,21.89,15.8,18.5,5.63
MOH1,-92.20934,38.89723,2018,9,9,252,2018-09-09,32.06,13.48,32.12,0.17,98.72,76.94,18.12,14.07,14.02,23.93,13.72,18.46,3.28
MOH1,-92.20934,38.89723,2018,9,10,253,2018-09-10,27.6,22.52,31.91,0,98.92,68.69,18.6,12.82,12.73,25.65,11.94,18.7,1.9
MOH1,-92.20934,38.89723,2018,9,11,254,2018-09-11,29.51,20.48,31.71,0,99.08,70.44,20.59,15.12,14.89,28.21,13.29,20.44,2
MOH1,-92.20934,38.89723,2018,9,12,255,2018-09-12,29.88,20.14,31.5,0,99.16,72.72,21.23,16.23,16.14,28.19,14.54,21.52,2.35
MOH1,-92.20934,38.89723,2018,9,13,256,2018-09-13,31.47,20.86,31.29,0,99.12,74.77,23.28,18.64,18.51,30.08,15.96,23.42,1.99
MOH1,-92.20934,38.89723,2018,9,14,257,2018-09-14,32.36,20.15,31.08,0,99.09,70.65,25.52,19.91,19.8,31.96,19.57,25.79,1.43
MOH1,-92.20934,38.89723,2018,9,15,258,2018-09-15,32.62,19.6,30.86,0,99.1,67.15,26.11,19.66,19.53,32.35,21.7,25.86,1.73
MOH1,-92.20934,38.89723,2018,9,16,259,2018-09-16,32.01,20.89,30.64,0,98.83,63.81,25.92,18.67,18.48,32.92,18.74,25.98,1.63
MOH1,-92.20934,38.89723,2018,9,17,260,2018-09-17,32.47,19.74,30.43,0,98.64,60.74,27.33,19.21,19.06,33.32,21.17,26.84,0.93
MOH1,-92.20934,38.89723,2018,9,18,261,2018-09-18,33.62,NA,NA,3.41,98.59,64.75,27.19,20.11,19.9,33.65,21.04,26.97,1.77
MOH1,-92.20934,38.89723,2018,9,19,262,2018-09-19,35.09,18.89,29.98,1.04,98.59,70.69,27.42,21.75,21.63,34,21.54,27.74,2.03
MOH1,-92.20934,38.89723,2018,9,20,263,2018-09-20,35.33,17.98,29.76,0.74,98.49,67.49,27.98,21.54,21.41,34.34,23.03,28.04,3.69
MOH1,-92.20934,38.89723,2018,9,21,264,2018-09-21,32.98,12.21,29.53,0.78,99.1,67.8,21.79,15.68,14.93,25.71,15.59,21.95,3.58
MOH1,-92.20934,38.89723,2018,9,22,265,2018-09-22,27.66,20.4,29.3,0.02,99.39,59.24,17.62,9.65,9.58,25.18,12.41,18.24,2.77
MOH1,-92.20934,38.89723,2018,9,23,266,2018-09-23,28.3,19.08,29.07,0.02,98.95,62.58,18.64,11.44,11.07,27.47,10.08,19,2.38
MOH1,-92.20934,38.89723,2018,9,24,267,2018-09-24,33.07,6.62,28.84,0.06,98.53,76.87,22.25,18.06,17.96,29.07,15.91,22.84,1.65
MOH1,-92.20934,38.89723,2018,9,25,268,2018-09-25,34.22,14.34,28.61,6.98,98.57,79.08,22.47,18.72,18.49,29.53,14.12,22.81,3.39
MOH1,-92.20934,38.89723,2018,9,26,269,2018-09-26,27.3,11.62,28.37,1.44,99.42,65.4,14.87,8.52,8.25,19.37,10.7,14.69,2.29
NCH1,-78.49216,35.66655,2018,5,8,128,2018-05-08,29.18,23.62,39.22,0.02,101.19,79.34,16.58,13.03,12.96,22.47,11.51,16.82,3.76
NCH1,-78.49216,35.66655,2018,5,9,129,2018-05-09,27.44,27.81,39.34,0,101.12,68.23,18.01,12.16,12.06,25.49,10.67,18.24,2.62
NCH1,-78.49216,35.66655,2018,5,10,130,2018-05-10,31.13,25.45,39.45,5.12,100.8,77.93,20.73,16.8,16.6,28.42,12.77,20.67,3.84
NCH1,-78.49216,35.66655,2018,5,11,131,2018-05-11,31.16,27.34,39.56,2.44,100.86,67.86,23.27,17.12,16.97,30.8,15.99,23.46,2.17
NCH1,-78.49216,35.66655,2018,5,12,132,2018-05-12,33.15,26.77,39.66,0.01,100.97,68.29,24.95,18.82,18.68,32.35,17.75,24.97,3.27
NCH1,-78.49216,35.66655,2018,5,13,133,2018-05-13,33.15,26.96,39.77,0,100.82,69.12,25.55,19.59,19.44,33.03,19.46,25.79,2.92
NCH1,-78.49216,35.66655,2018,5,14,134,2018-05-14,33.07,27.1,39.87,0.03,100.76,66.78,25.47,18.97,18.84,32.82,19.2,25.68,3.9
NCH1,-78.49216,35.66655,2018,5,15,135,2018-05-15,34.45,18.88,39.96,1.01,100.79,77.22,24.26,20.09,20.02,29.54,20.09,24.38,3.87
NCH1,-78.49216,35.66655,2018,5,16,136,2018-05-16,34.75,20.46,40.06,6.68,100.69,84.86,22.94,20.27,20.26,26.58,19.82,22.95,2.92
NCH1,-78.49216,35.66655,2018,5,17,137,2018-05-17,34.74,10.15,40.15,17.5,100.63,88.03,22.15,20.07,20.07,24.82,19.4,22.24,3.25
NCH1,-78.49216,35.66655,2018,5,18,138,2018-05-18,34.89,16.12,40.24,8.79,100.83,89.37,23.08,21.23,21.25,26.57,20.74,22.98,4.06
NCH1,-78.49216,35.66655,2018,5,19,139,2018-05-19,35.04,6.89,40.32,20.88,101.16,91.93,22.21,20.82,20.85,24.37,20.36,22.12,4.23
NCH1,-78.49216,35.66655,2018,5,20,140,2018-05-20,34.93,15.17,40.41,1.14,101.15,85.85,23.83,21.34,21.33,27.41,20.75,23.89,3.6
NCH1,-78.49216,35.66655,2018,5,21,141,2018-05-21,34.81,18.32,40.49,2.59,101.13,86.94,23.73,21.43,21.43,27.32,20.24,23.86,1.81
NCH1,-78.49216,35.66655,2018,5,22,142,2018-05-22,34.37,22.25,40.56,5.9,101.06,82.6,23.55,20.45,20.43,27.7,19.92,23.57,3.24
NCH1,-78.49216,35.66655,2018,5,23,143,2018-05-23,34.73,23.72,40.64,2.62,100.84,81.55,24.65,21.32,21.27,29.54,20.28,24.68,3.09
NCH1,-78.49216,35.66655,2018,5,24,144,2018-05-24,32.89,25.13,40.71,1.71,101.17,74.53,23.44,18.74,18.62,28.82,18.72,23.6,2.95
NCH1,-78.49216,35.66655,2018,5,25,145,2018-05-25,33.75,22.76,40.78,0.49,100.97,79.9,23.32,19.71,19.59,29.04,16.95,23.63,2.72
NCH1,-78.49216,35.66655,2018,5,26,146,2018-05-26,35.35,22.82,40.84,1.88,100.59,82.91,24.24,21.18,21.15,28.85,20.23,24.41,3.62
NCH1,-78.49216,35.66655,2018,5,27,147,2018-05-27,34.75,23.21,40.9,0.47,100.73,79.51,24.56,20.84,20.79,29.06,21.21,24.75,3.69
NCH1,-78.49216,35.66655,2018,5,28,148,2018-05-28,36.64,5.32,40.96,19.4,100.73,92.29,22.83,21.5,21.53,25.33,20.58,22.81,2.59
NCH1,-78.49216,35.66655,2018,5,29,149,2018-05-29,36.52,14,41.02,16.36,100.67,89.71,24.03,22.23,22.22,27.6,20.9,24.04,1.75
NCH1,-78.49216,35.66655,2018,5,30,150,2018-05-30,35.9,16.67,41.07,2.67,100.69,88.37,24.61,22.56,22.57,28.05,21.39,24.69,2.29
NCH1,-78.49216,35.66655,2018,5,31,151,2018-05-31,35.95,17.16,41.12,4.29,100.61,88.64,24.3,22.3,22.31,27.11,21.95,24.33,2.93
NCH1,-78.49216,35.66655,2018,6,1,152,2018-06-01,34.27,27.84,41.17,0.17,100.25,74.56,26.32,21.54,21.44,32.71,21.24,26.45,2.44
NCH1,-78.49216,35.66655,2018,6,2,153,2018-06-02,35.22,23.76,41.21,5.35,99.97,81.87,24.85,21.58,21.54,29.66,20.25,25.04,2.55
NCH1,-78.49216,35.66655,2018,6,3,154,2018-06-03,34.84,25.05,41.25,7.26,99.99,80.69,24.35,20.87,20.82,30.08,20.13,24.42,3
NCH1,-78.49216,35.66655,2018,6,4,155,2018-06-04,30.11,29.3,41.29,0.52,100.16,68.43,22.67,16.67,16.49,28.78,16.78,22.8,2.78
NCH1,-78.49216,35.66655,2018,6,5,156,2018-06-05,30.41,23.15,41.33,0,100.18,66.38,21.68,15.24,15.09,27.26,16.85,21.57,2.42
NCH1,-78.49216,35.66655,2018,6,6,157,2018-06-06,32.01,25.99,41.36,0.46,100.21,69.01,22.69,16.82,16.62,29.21,15.74,22.79,2.76
NCH1,-78.49216,35.66655,2018,6,7,158,2018-06-07,33.31,25.9,41.39,0.85,100.9,76.27,23.29,18.95,18.81,29.23,17.32,23.82,2.92
NCH1,-78.49216,35.66655,2018,6,8,159,2018-06-08,33.78,24.94,41.42,0.07,101.25,75.85,24.82,20.36,20.26,30.5,18.66,25.43,2.1
NCH1,-78.49216,35.66655,2018,6,9,160,2018-06-09,34.04,24.56,41.45,0.34,101.03,73.07,25.6,20.52,20.4,31.46,20.11,26.07,1.92
NCH1,-78.49216,35.66655,2018,6,10,161,2018-06-10,34.79,26.74,41.47,6.15,100.57,73.39,26.08,21.05,20.93,31.94,20.19,26.57,1.37
NCH1,-78.49216,35.66655,2018,6,11,162,2018-06-11,35.92,16.44,41.49,5.73,100.47,80.55,24.1,20.6,20.49,30.28,17.9,24.41,2.96
NCH1,-78.49216,35.66655,2018,6,12,163,2018-06-12,35.24,6.88,41.51,5.28,101.07,87.07,20.41,18.18,18.15,23.84,17.3,20.57,3.61
NCH1,-78.49216,35.66655,2018,6,13,164,2018-06-13,35.91,23.02,41.53,0.06,100.79,76.71,24.59,20.3,20.19,30.72,17.95,25.22,2.23
NCH1,-78.49216,35.66655,2018,6,14,165,2018-06-14,35.63,25.27,41.54,2.16,100.51,70.11,27.14,21.35,21.21,32.01,21.73,27.05,1.96
NCH1,-78.49216,35.66655,2018,6,15,166,2018-06-15,35.05,25.23,41.55,0.91,100.65,65.54,26.11,19.28,19.02,31.36,21.55,26.38,2.1
NCH1,-78.49216,35.66655,2018,6,16,167,2018-06-16,34.31,26.43,41.56,0,100.91,68.54,25.52,19.43,19.29,31.26,19.3,26.16,2.2
NCH1,-78.49216,35.66655,2018,6,17,168,2018-06-17,36.3,25.12,41.57,4.29,100.97,75,27.06,22.35,22.21,32.96,21.18,27.44,2.38
NCH1,-78.49216,35.66655,2018,6,18,169,2018-06-18,36.47,26.41,41.57,0.88,100.79,67.07,29.18,22.59,22.42,34.98,23.3,29.41,2.11
NCH1,-78.49216,35.66655,2018,6,19,170,2018-06-19,35.88,28.08,41.57,0.23,100.35,61.74,30.26,22.26,22.07,37.13,23.9,30.71,2.79
NCH1,-78.49216,35.66655,2018,6,20,171,2018-06-20,37.36,24.05,41.57,5.69,100.16,69.4,29.05,23.02,22.87,34.65,23.27,29.66,1.5
NCH1,-78.49216,35.66655,2018,6,21,172,2018-06-21,37.43,25.29,41.57,8.14,99.99,69.6,28.73,22.75,22.58,34.3,23.66,29.06,1.84
NCH1,-78.49216,35.66655,2018,6,22,173,2018-06-22,37.13,25.53,41.56,9.3,100.04,70.76,28.39,22.7,22.55,33.54,23.6,28.51,2.98
NCH1,-78.49216,35.66655,2018,6,23,174,2018-06-23,36.59,23.1,41.55,3.71,100.15,70.43,27.96,22.21,22.06,33.02,23.08,27.97,3.79
NCH1,-78.49216,35.66655,2018,6,24,175,2018-06-24,36.47,24.52,41.54,4.41,100.43,65.57,28.51,21.58,21.41,35.09,22.7,28.72,3.42
NCH1,-78.49216,35.66655,2018,6,25,176,2018-06-25,36.94,20.07,41.52,1.36,100.87,67.89,27.12,20.81,20.62,31.76,22.43,27.51,2.32
NCH1,-78.49216,35.66655,2018,6,26,177,2018-06-26,37.21,7.87,41.51,9.21,101.12,87.01,23.14,20.87,20.86,24.68,21.17,23.2,3.17
NCH1,-78.49216,35.66655,2018,6,27,178,2018-06-27,36.55,18.97,41.49,0.37,100.72,77.18,25.41,21.2,21.13,30.51,20.25,26.06,1.69
NCH1,-78.49216,35.66655,2018,6,28,179,2018-06-28,35.53,27.62,41.47,2.96,100.36,68.3,27.79,21.55,21.4,33.69,21.9,28,2.44
NCH1,-78.49216,35.66655,2018,6,29,180,2018-06-29,34.83,25.75,41.44,0.35,100.71,63.44,28.79,21.31,21.1,35.12,22.24,29.28,1.58
NCH1,-78.49216,35.66655,2018,6,30,181,2018-06-30,36.26,25.33,41.42,0.85,100.92,65.79,29.46,22.54,22.35,35.43,24.2,30.13,1.41
NCH1,-78.49216,35.66655,2018,7,1,182,2018-07-01,35.5,26.37,41.39,0.3,100.94,69.35,28.63,22.6,22.44,34.12,23.4,29.11,2.17
NCH1,-78.49216,35.66655,2018,7,2,183,2018-07-02,35.93,25.9,41.35,0,100.92,65.66,29.61,22.65,22.46,35.61,22.99,30.33,1.67
NCH1,-78.49216,35.66655,2018,7,3,184,2018-07-03,35.46,25.95,41.32,0,101.11,60.55,29.55,21.27,21.07,36.37,23.39,30.24,2.86
NCH1,-78.49216,35.66655,2018,7,4,185,2018-07-04,36.74,21.27,41.28,2.55,101.38,69.35,28.09,22.08,21.94,33.66,22.49,28.73,2.48
NCH1,-78.49216,35.66655,2018,7,5,186,2018-07-05,36.42,23.31,41.24,1.05,101.51,72.88,27.53,22.34,22.19,32.41,22.92,28.01,1.77
NCH1,-78.49216,35.66655,2018,7,6,187,2018-07-06,36.87,25.07,41.2,4.24,101.09,71.12,28.23,22.63,22.46,34.05,23.25,28.88,1.39
NCH1,-78.49216,35.66655,2018,7,7,188,2018-07-07,35.7,7.57,41.15,18.24,101.22,81.68,23.75,20.47,20.26,26.25,19.81,23.76,4.94
NCH1,-78.49216,35.66655,2018,7,8,189,2018-07-08,31.45,27.22,41.11,0.06,101.48,65.28,23.34,16.58,16.46,30.72,17.62,24,4.81
NCH1,-78.49216,35.66655,2018,7,9,190,2018-07-09,28.38,28.98,41.06,0,101.32,46.83,23.12,11.15,10.87,31.7,14.44,23.18,3.06
NCH1,-78.49216,35.66655,2018,7,10,191,2018-07-10,31.11,28.29,41,0,100.76,47.94,26.29,14.42,14.24,34.41,15.88,25.97,2.09
NCH1,-78.49216,35.66655,2018,7,11,192,2018-07-11,34.83,27.45,40.95,0.94,100.57,55.01,29.01,19.18,18.98,36.65,20.26,29.66,1.92
NCH1,-78.49216,35.66655,2018,7,12,193,2018-07-12,37.19,19.08,40.89,5.01,100.94,69.33,27.22,21.25,21.07,33.72,21.81,28,2.67
NCH1,-78.49216,35.66655,2018,7,13,194,2018-07-13,34.02,24.99,40.83,0.35,101.22,63.21,26.05,18.64,18.46,32.74,20.25,26.87,3.56
NCH1,-78.49216,35.66655,2018,7,14,195,2018-07-14,31.25,28.25,40.77,0.01,101.19,51.46,25.62,14.94,14.61,33.08,18.89,26.57,2.24
NCH1,-78.49216,35.66655,2018,7,15,196,2018-07-15,34.59,25.78,40.7,0,100.9,55.29,26.85,17.24,17.06,35,18.24,27.97,2.45
NCH1,-78.49216,35.66655,2018,7,16,197,2018-07-16,36.37,17.27,40.63,0.84,100.79,72.57,26.52,21.3,21.19,30.77,22.79,26.8,2.62
NCH1,-78.49216,35.66655,2018,7,17,198,2018-07-17,37.82,24.12,40.56,5.1,100.44,76.08,27.7,23.2,23.09,33.18,22.21,28.23,3.23
NCH1,-78.49216,35.66655,2018,7,18,199,2018-07-18,34.86,23.79,40.49,8.42,100.46,68.39,26.22,20.07,19.66,32.34,21.42,26.53,2.77
NCH1,-78.49216,35.66655,2018,7,19,200,2018-07-19,31.99,27.67,40.42,0,100.81,53.02,26,15.78,15.55,33.34,18.56,26.93,2.67
NCH1,-78.49216,35.66655,2018,7,20,201,2018-07-20,35.59,13.52,40.34,2.58,100.81,67.98,25.15,18.94,18.82,30.59,20.83,25.7,3.96
NCH1,-78.49216,35.66655,2018,7,21,202,2018-07-21,37.09,16.17,40.26,7.11,100.05,67.08,25.56,19.13,18.97,31.76,20.07,26.04,3.51
NCH1,-78.49216,35.66655,2018,7,22,203,2018-07-22,36.41,22.62,40.17,14.72,99.89,78.27,26.33,22.32,22.22,32.28,21.86,26.54,3.67
NCH1,-78.49216,35.66655,2018,7,23,204,2018-07-23,37.16,19.37,40.09,21.71,100.36,87.06,25.41,23.11,23.1,28.77,23.35,25.36,4.01
NCH1,-78.49216,35.66655,2018,7,24,205,2018-07-24,36.78,16.83,40,10.75,100.62,85.65,24.93,22.38,22.36,28.2,22.71,25.01,3.49
NCH1,-78.49216,35.66655,2018,7,25,206,2018-07-25,36.36,15.54,39.91,15.5,100.46,87.02,24.49,22.2,22.19,28.37,22.22,24.41,1.96
NCH1,-78.49216,35.66655,2018,7,26,207,2018-07-26,35,25.25,39.81,0.09,100.56,73.94,26.75,21.82,21.68,32.71,20.88,27.2,2.17
NCH1,-78.49216,35.66655,2018,7,27,208,2018-07-27,36.58,21.89,39.71,11.75,100.65,78.93,27.52,23.61,23.51,32.24,23.44,27.87,2.96
NCH1,-78.49216,35.66655,2018,7,28,209,2018-07-28,36.85,22.24,39.61,15.79,100.74,78.82,27.3,23.38,23.23,32,23.46,27.6,1.53
NCH1,-78.49216,35.66655,2018,7,29,210,2018-07-29,36.86,18.58,39.51,10.43,100.92,89.92,25.01,23.24,23.22,27.37,23.07,24.96,2.05
NCH1,-78.49216,35.66655,2018,7,30,211,2018-07-30,36.71,17.33,39.4,31.57,100.9,90.93,24.77,23.18,23.19,27.92,22.93,24.75,2.15
NCH1,-78.49216,35.66655,2018,7,31,212,2018-07-31,36.63,12.99,39.29,17.1,100.89,90.51,25.59,23.91,23.93,28.84,22.97,25.57,2.86
NCH1,-78.49216,35.66655,2018,8,1,213,2018-08-01,35.88,19.96,39.18,6.74,101.02,88.79,25.88,23.9,23.9,29.21,23.31,25.78,3.82
NCH1,-78.49216,35.66655,2018,8,2,214,2018-08-02,36.07,16.49,39.06,7.05,101.12,91,25.79,24.2,24.21,29.18,23.17,25.67,3.65
NCH1,-78.49216,35.66655,2018,8,3,215,2018-08-03,36.22,8.11,38.94,22.25,101.24,93.15,24.29,23.1,23.13,26.35,22.81,24.2,3.71
NCH1,-78.49216,35.66655,2018,8,4,216,2018-08-04,36.01,22.74,38.82,4.77,101.26,85.02,25.66,22.97,22.94,29.38,22.36,25.7,2.23
NCH1,-78.49216,35.66655,2018,8,5,217,2018-08-05,35.71,19.7,38.7,3.08,101.29,83.11,26.32,23.26,23.22,31.15,22.25,26.37,1.53
NCH1,-78.49216,35.66655,2018,8,6,218,2018-08-06,35.4,24.02,38.57,2.59,101.08,75.75,27.63,23.06,22.94,33,22.29,27.7,1.26
NCH1,-78.49216,35.66655,2018,8,7,219,2018-08-07,36.02,25.34,38.44,1.32,100.81,80.54,27.18,23.6,23.53,32.22,22.74,27.2,2.49
