date,location,rainfall,temp,temp_min,temp_max,allsky_sfc_sw_dwn,ps,rh2m,t2mdew,t2mwet,ws2m,dnr,GDD,source_temp,source_rain
2018-08-24,MIH1,0.09,19.32,14.01,23.83,13.89,98.74,66.69,13.07,12.9,2.85,17.96,9.32,NASA,NASA
2018-08-25,MIH1,8.61,22,17.7,27.74,9.99,98.37,86.24,19.6,19.52,3.47,17.96,12,NASA,NASA
2018-08-26,MIH1,6.49,24.52,18.97,29.61,17.78,98.57,84.2,21.7,21.65,1.61,17.96,14.52,NASA,NASA
2018-08-27,MIH1,12.88,25.89,22.13,30.8,18.94,98.34,82.16,22.66,22.62,3.84,17.96,15.89,NASA,NASA
2018-08-28,MIH1,2.45,26.22,21.87,31.22,14.71,98.29,79.97,22.56,22.49,4.17,17.96,16.22,NASA,NASA
2018-08-29,MIH1,20.3,20.73,14.12,23.5,14.64,98.4,84.97,18.12,17.97,3.64,17.96,10.73,NASA,NASA
2018-08-30,MIH1,0.09,17.18,11.34,23.48,17.15,99.11,77.38,13.23,13.18,2.01,17.96,7.18,NASA,NASA
2018-08-31,MIH1,0.11,19.98,12.12,27.33,22.12,98.95,77.02,15.89,15.76,2.4,17.96,9.98,NASA,NASA
2018-09-01,MIH1,23.79,23.19,18.48,27.83,7.2,98.7,86.43,20.81,20.76,3.27,17.57,13.19,NASA,NASA
2018-09-02,MIH1,7.64,24.38,21.12,28.59,19.44,98.82,85.71,21.85,21.84,2.85,17.57,14.38,NASA,NASA
2018-09-03,MIH1,6.13,24.51,21.25,28.43,17.72,99.2,85.81,21.99,21.98,1.81,17.57,14.51,NASA,NASA
2018-09-04,MIH1,0.2,25.78,21.32,31.22,19.85,99.15,78.33,21.8,21.74,2.14,17.57,15.78,NASA,NASA
2018-09-05,MIH1,6.03,25.55,19.37,31.06,20.63,98.87,78.54,21.61,21.51,3.36,17.57,15.55,NASA,NASA
2018-09-06,MIH1,0.98,18.9,15.3,22.33,8.25,99.34,83.72,16.1,16.07,2.4,17.57,8.9,NASA,NASA
2018-09-07,MIH1,0.37,15.64,13.24,19.26,9.93,99.33,74.35,11.15,11.06,2.38,17.57,5.64,NASA,NASA
2018-09-08,MIH1,0.11,15.01,11.72,18.77,9.47,99.19,74.17,10.51,10.45,3.77,17.57,5.01,NASA,NASA
2018-09-09,MIH1,0.8,13.59,10.71,18.36,11.72,98.76,69.6,8.21,8.16,4.94,17.57,3.59,NASA,NASA
2018-09-10,MIH1,0.79,14.66,11.53,19.22,8.33,98.41,87.52,12.6,12.61,3.09,17.57,4.66,NASA,NASA
2018-09-11,MIH1,0.03,17.16,10.35,24.53,20.47,99,76.38,13.02,12.96,0.88,17.57,7.16,NASA,NASA
2018-09-12,MIH1,0.02,17.9,11.2,25.21,19.76,99.2,77.79,14.01,13.94,1.3,17.57,7.9,NASA,NASA
2018-09-13,MIH1,0.04,19.76,12.99,26.37,13.77,99.12,82.97,16.81,16.73,1.37,17.57,9.76,NASA,NASA
2018-09-14,MIH1,0.02,20.82,15.89,26.81,18.88,99,77.89,16.88,16.83,0.95,17.57,10.82,NASA,NASA
2018-09-15,MIH1,0.03,22.18,15.42,29.39,16.24,99.04,80.2,18.65,18.57,1.31,17.57,12.18,NASA,NASA
2018-09-16,MIH1,0.03,22.76,16.42,29.37,17.72,98.89,79.13,19.01,18.94,2.15,17.57,12.76,NASA,NASA
2018-09-17,MIH1,0.01,23.25,17.61,29.88,18.43,98.28,75.71,18.8,18.73,1.1,17.57,13.25,NASA,NASA
2018-09-18,MIH1,0.49,22.25,17.7,28.18,18.23,98.24,80.94,18.86,18.81,1.38,17.57,12.25,NASA,NASA
2018-09-19,MIH1,0.3,19.63,15.28,25.42,14.14,98.64,79.95,16.11,16.08,1.5,17.57,9.63,NASA,NASA
2018-09-20,MIH1,24.57,21.51,16.6,27.08,11.21,98.43,90.29,19.84,19.65,2.97,17.57,11.51,NASA,NASA
2018-09-21,MIH1,1.13,20.92,11.57,26.41,9.76,98.19,77.13,16.82,15.9,6.03,17.57,10.92,NASA,NASA
2018-09-22,MIH1,0,12.45,8.75,17.8,16.73,99.39,67.45,6.66,6.6,1.86,17.57,2.45,NASA,NASA
2018-09-23,MIH1,0.01,14.19,8.49,21.59,18.74,99.18,71.55,9.18,9.13,1.53,17.57,4.19,NASA,NASA
2018-09-24,MIH1,2.98,17.03,10.01,23.5,6.27,98.83,89.47,15.27,15.06,3.57,17.57,7.03,NASA,NASA
2018-09-25,MIH1,4.18,21.53,17.83,26.58,9.13,98.09,88.23,19.5,19.48,3.12,17.57,11.53,NASA,NASA
2018-09-26,MIH1,1.66,14.24,9.22,18.8,16.88,98.53,72.4,9.41,9.03,3.71,17.57,4.24,NASA,NASA
2018-09-27,MIH1,0.01,12.1,8.14,17.14,9.47,98.68,71.49,7.16,7.13,2.33,17.57,2.1,NASA,NASA
2018-09-28,MIH1,1.31,11.31,5.66,17,6.95,98.72,81.16,8.21,8.12,3.24,17.57,1.31,NASA,NASA
2018-09-29,MIH1,1.35,9.64,3.02,16.16,17.15,99.45,64.98,3.43,3.39,2.23,17.57,0,NASA,NASA
2018-09-30,MIH1,17.44,9.91,6.27,14.93,6.8,99.3,90.65,8.43,8.28,2.17,17.57,0,NASA,NASA
2018-10-01,MIH1,21.54,12.51,9.47,16.38,5.76,99.08,93.73,11.5,11.42,3.03,13.43,2.51,NASA,NASA
2018-10-02,MIH1,11.14,15.25,10.85,18.12,6.71,98.61,92.96,14.1,14,2.08,13.43,5.25,NASA,NASA
2018-10-03,MIH1,0.91,19.18,10.33,27,15.34,98.24,85.52,16.7,16.24,4.49,13.43,9.18,NASA,NASA
2018-10-04,MIH1,1.29,14.74,5.9,22.91,15.49,98.68,75.89,10.58,9.36,4.33,13.43,4.74,NASA,NASA
2018-10-05,MIH1,5.8,10.77,4.97,16.14,4.04,98.74,91.03,9.34,8.99,2.51,13.43,0.77,NASA,NASA
2018-10-06,MIH1,12.08,18.65,13.98,25.84,8.01,98.43,93.65,17.59,17.33,2.92,13.43,8.65,NASA,NASA
2018-10-07,MIH1,4.75,13.37,10.72,16.56,4.16,99.22,91.33,11.96,11.94,2.67,13.43,3.37,NASA,NASA
2018-10-08,MIH1,0.45,20,10.84,27.88,14.12,98.9,88.64,18.06,17.67,3.11,13.43,10,NASA,NASA
2018-10-09,MIH1,0.4,22.53,18.55,28.01,13,98.65,83.56,19.63,19.59,2.98,13.43,12.53,NASA,NASA
2018-10-10,MIH1,16.67,20.48,16.44,23.43,4.68,97.74,90.81,18.92,18.9,4.27,13.43,10.48,NASA,NASA
2018-10-11,MIH1,0.11,9.57,5.14,14.66,5.97,97.86,73.37,5.09,4.74,5.46,13.43,0,NASA,NASA
2018-10-12,MIH1,2.94,5.26,2.5,9.46,4.76,98.19,77.79,1.72,1.68,2.69,13.43,0,NASA,NASA
2018-10-13,MIH1,0.09,5.45,0.43,11.72,14.64,98.43,73.76,1.17,1.13,2.27,13.43,0,NASA,NASA
2018-10-14,MIH1,0.45,8.35,2.37,14.92,14.94,98.62,73.23,3.88,3.77,2.35,13.43,0,NASA,NASA
2018-10-15,MIH1,1.3,5.81,-0.98,9.02,9.99,98.62,79.73,2.59,1.93,4.23,13.43,0,NASA,NASA
2018-10-16,MIH1,0,5.85,-1.41,12.17,14.63,98.67,68.26,0.49,0.37,4.58,13.43,0,NASA,NASA
2018-10-17,MIH1,0,5.04,-0.81,8.55,6.12,99.05,70.91,0.24,-0.01,3.86,13.43,0,NASA,NASA
2018-10-18,MIH1,0,3.92,-2.65,11.31,14.55,99.82,67.98,-1.41,-1.49,2.39,13.43,0,NASA,NASA
2018-10-19,MIH1,1.51,7.79,2.8,13.29,6.23,98.35,73.78,3.45,3.2,5.39,13.43,0,NASA,NASA
2018-10-20,MIH1,3.31,5.45,-0.31,11.1,6.69,97.89,85.58,3.21,2.87,4.9,13.43,0,NASA,NASA
2018-10-21,MIH1,0.04,2.56,-0.88,8.01,6.61,99.12,73.83,-1.61,-1.59,2.79,13.43,0,NASA,NASA
2018-10-22,MIH1,0,5.35,-0.97,13.99,13.41,98.56,78.96,2.01,1.78,2.56,13.43,0,NASA,NASA
2018-10-23,MIH1,0.01,5.91,0.44,10.9,11.42,99.02,78.95,2.55,2.51,3.8,13.43,0,NASA,NASA
2018-10-24,MIH1,0,3.22,-0.52,8.85,11.95,99.67,73.79,-0.97,-0.96,1.94,13.43,0,NASA,NASA
2018-10-25,MIH1,0,3.64,-2.23,8.98,6.28,99.08,76.74,-0.04,-0.12,1.23,13.43,0,NASA,NASA
2018-10-26,MIH1,0.17,6.03,2.32,10.77,6.5,98.18,82.29,3.24,3.26,2.82,13.43,0,NASA,NASA
2018-10-27,MIH1,1.38,5.1,3.85,7.03,3.56,97.9,91.28,3.77,3.83,3.31,13.43,0,NASA,NASA
2018-10-28,MIH1,7.16,3.89,2.6,5.6,1.47,97.54,95.52,3.22,3.25,2.51,13.43,0,NASA,NASA
2018-10-29,MIH1,0.24,5.38,2.31,11.06,6.56,98.44,84.66,2.99,3.02,2.85,13.43,0,NASA,NASA
2018-10-30,MIH1,7.18,8.03,2.41,12.48,4.45,98.39,85.81,5.79,5.66,3.65,13.43,0,NASA,NASA
2018-10-31,MIH1,7.54,9.89,6.15,12.54,5.59,97.98,85.23,7.52,7.3,2.37,13.43,0,NASA,NASA
2018-11-01,MIH1,8.68,5.34,2.47,7.56,1.36,97.88,93.03,4.28,4.3,2.54,9.18,0,NASA,NASA
2018-11-02,MIH1,1.14,4.05,1.59,7.74,7.02,97.83,87.4,2.12,2.16,2.51,9.18,0,NASA,NASA
2018-11-03,MIH1,0.03,2.92,-0.4,7.97,7.49,98.84,78.3,-0.47,-0.47,2.44,9.18,0,NASA,NASA
2018-11-04,MIH1,1.9,5.49,0.86,8.83,5.43,99.15,87.01,3.49,3.33,4.47,9.18,0,NASA,NASA
2018-11-05,MIH1,1.84,7.96,4.87,10.06,4.76,98.19,86.08,5.77,5.74,3.54,9.18,0,NASA,NASA
2018-11-06,MIH1,10.82,8.22,4.51,10.46,3.64,97.2,89.81,6.62,6.58,6.32,9.18,0,NASA,NASA
2018-11-07,MIH1,0.21,2.39,-0.18,4.28,2.22,98.6,80.33,-0.64,-0.64,4.65,9.18,0,NASA,NASA
2018-11-08,MIH1,0.03,1.25,-1.69,5.45,4.02,99.5,74.99,-2.67,-2.6,1.77,9.18,0,NASA,NASA
2018-11-09,MIH1,3.52,-0.1,-4.22,3.11,2.72,98.57,87.07,-2.01,-2.08,3.48,9.18,0,NASA,NASA
2018-11-10,MIH1,0.39,-1.79,-5.37,2.54,3.33,99.03,79.58,-4.85,-4.73,4.36,9.18,0,NASA,NASA
2018-11-11,MIH1,0.07,-1.01,-4.01,3.28,6.99,99.37,74.59,-4.93,-4.76,2.84,9.18,0,NASA,NASA
2018-11-12,MIH1,1.68,0.02,-2.56,3.62,3.83,99.33,86.09,-2.05,-2.01,1.69,9.18,0,NASA,NASA
2018-11-13,MIH1,0.31,-3.13,-6.42,0.15,3.62,99.41,76.9,-6.6,-6.41,3.26,9.18,0,NASA,NASA
2018-11-14,MIH1,0.01,-3.82,-6.68,0.07,9.83,100.09,70.08,-8.45,-7.97,2.01,9.18,0,NASA,NASA
2018-11-15,MIH1,5.36,-1.2,-3.86,1.81,2.63,98.73,90.78,-2.54,-2.53,2.57,9.18,0,NASA,NASA
2018-11-16,MIH1,1.91,-0.14,-2.44,2.83,1.76,98.03,92.31,-1.27,-1.25,4.33,9.18,0,NASA,NASA
2018-11-17,MIH1,0.25,-1.01,-3.09,1.71,2.64,99.31,84.94,-3.24,-3.13,1.84,9.18,0,NASA,NASA
2018-11-18,MIH1,0.42,-1.48,-4.62,2.29,4.37,99.2,87.45,-3.31,-3.22,1.29,9.18,0,NASA,NASA
2018-05-24,MNH1,NA,NA,NA,NA,25.83,98.61,73.37,16.81,16.55,2.5,17.82,NA,G2F,G2F
2018-05-25,MNH1,NA,NA,NA,NA,20.02,97.83,84.38,19.4,19.34,2.87,17.82,NA,G2F,G2F
2018-05-26,MNH1,NA,NA,NA,NA,28.59,97.5,73.53,19.21,19.11,1.96,17.82,NA,G2F,G2F
2018-05-27,MNH1,NA,NA,NA,NA,25.11,97.83,68.35,19.72,19.52,1.58,17.82,NA,G2F,G2F
2018-05-28,MNH1,NA,NA,NA,NA,22.54,98.09,65.8,19.73,19.53,1.56,17.82,NA,G2F,G2F
2018-05-29,MNH1,NA,NA,NA,NA,24.44,98.02,81.37,17.78,17.67,2.46,17.82,NA,G2F,G2F
2018-05-30,MNH1,NA,NA,NA,NA,2.31,97.21,92.12,19.56,19.46,2.38,17.82,NA,G2F,G2F
2018-05-31,MNH1,NA,NA,NA,NA,26.8,97.27,78.5,18.94,18.89,2.33,17.82,NA,G2F,G2F
2018-06-01,MNH1,NA,NA,NA,NA,23.16,98.11,80.28,15.5,15.23,3.18,20.02,NA,G2F,G2F
2018-06-02,MNH1,NA,NA,NA,NA,13.06,98.06,85.66,13.75,13.33,2.99,20.02,NA,G2F,G2F
2018-06-03,MNH1,NA,NA,NA,NA,13.39,97.94,75.28,11.58,11.5,4.5,20.02,NA,G2F,G2F
2018-06-04,MNH1,0,26.5742424242424,15.44,31.22,28.38,98.08,68.89,12.25,11.95,3.78,20.02,16.5742424242424,G2F,G2F
2018-06-05,MNH1,0.51,24.4322916666667,16,30.61,28.91,97.94,74.8,12.66,12.44,2.29,20.02,14.4322916666667,G2F,G2F
2018-06-06,MNH1,1.27,23.8077083333333,19.44,29.44,14.44,98.06,74.13,13.23,12.66,2.29,20.02,13.8077083333333,G2F,G2F
2018-06-07,MNH1,1.27,21.710625,16.39,27.5,26.64,98.39,73.51,15.72,15.61,2.03,20.02,11.710625,G2F,G2F
2018-06-08,MNH1,0.51,19.73,17.44,23.28,9.98,98.75,72.38,12.98,12.84,2.83,20.02,9.73,G2F,G2F
2018-06-09,MNH1,0.25,19.515,17.28,22.17,22.04,98.31,86.72,17.03,16.92,2.62,20.02,9.515,G2F,G2F
2018-06-10,MNH1,0.51,19.6660416666667,17.78,21.17,10.04,97.96,89.24,14.02,14.05,3.85,20.02,9.6660416666667,G2F,G2F
2018-06-11,MNH1,0.25,19.0477083333333,17.11,22.39,27.09,98.08,82.09,15.25,15.1,3.7,20.02,9.0477083333333,G2F,G2F
2018-06-12,MNH1,0,21.0420833333333,18.22,23.83,12.26,97.89,86.65,19.16,19.04,1.62,20.02,11.0420833333333,G2F,G2F
2018-06-13,MNH1,0.25,19.4085416666667,11.39,25.56,29.97,98.2,66.02,14.06,13.77,3.3,20.02,9.4085416666667,G2F,G2F
2018-06-14,MNH1,0.76,20.3125,16.28,25.83,15.56,98.4,68.08,14.3,14.11,1.74,20.02,10.3125,G2F,G2F
2018-06-15,MNH1,0.76,26.5983333333333,18.33,34.89,21.5,98.08,83.96,19.28,18.97,3.58,20.02,16.5983333333333,G2F,G2F
2018-06-16,MNH1,0.25,25.99875,21.17,32.5,24.34,97.99,86.59,23.18,23.16,3.11,20.02,15.99875,G2F,G2F
2018-06-17,MNH1,0.25,28.0820833333333,24.06,33.61,26.8,98.05,82.2,23.62,23.56,3.78,20.02,18.0820833333333,G2F,G2F
2018-06-18,MNH1,0.25,22.2910416666667,21.28,24.44,11.53,98.1,87.76,21.79,21.65,3.49,20.02,12.2910416666667,G2F,G2F
2018-06-19,MNH1,0.25,19.3770833333333,17.56,21.44,11.33,98.22,88.39,16.27,16.27,3.1,20.02,9.3770833333333,G2F,G2F
2018-06-20,MNH1,0.25,18.960625,17.61,20.89,11.79,97.89,86.93,16.89,16.86,2.53,20.02,8.960625,G2F,G2F
2018-06-21,MNH1,0.25,17.6260416666667,15.44,20.17,8.46,97.74,88.74,14.75,14.78,3.42,20.02,7.6260416666667,G2F,G2F
2018-06-22,MNH1,0.25,20.3145833333333,14.61,26.72,18.24,97.72,84.58,13.97,13.96,2.61,20.02,10.3145833333333,G2F,G2F
2018-06-23,MNH1,0.25,21.321875,15.06,27.17,28.29,97.52,74.27,15.26,15.15,1.56,20.02,11.321875,G2F,G2F
2018-06-24,MNH1,0.25,20.48125,16.94,24.22,27.79,98.2,76.1,16.62,16.53,2.21,20.02,10.48125,G2F,G2F
2018-06-25,MNH1,0.25,22.179375,18.06,26.83,24.97,98.69,80.39,15.19,15.09,3.53,20.02,12.179375,G2F,G2F
2018-06-26,MNH1,0.25,21.131875,17.72,26.78,7.37,97.9,90.63,18.59,18.51,3.86,20.02,11.131875,G2F,G2F
2018-06-27,MNH1,0.25,21.6877083333333,15.89,28.39,18.53,97.67,83.5,18.66,18.63,2.12,20.02,11.6877083333333,G2F,G2F
2018-06-28,MNH1,0.25,24.5927083333333,16.67,31.5,26.84,98,82.81,20.59,20.5,1.34,20.02,14.5927083333333,G2F,G2F
2018-06-29,MNH1,0,29.206875,22.33,35.94,28.74,97.91,89.74,24.2,24.12,3.61,20.02,19.206875,G2F,G2F
2018-06-30,MNH1,0.25,26.058125,19.83,31.28,28.31,97.94,84.88,24.69,24.66,3.67,20.02,16.058125,G2F,G2F
2018-07-01,MNH1,0.25,20.4720833333333,16.39,23.06,16.82,97.75,87.32,22.23,22.03,3.81,20.52,10.4720833333333,G2F,G2F
2018-07-02,MNH1,0.25,23.4475,16.06,30.39,29.56,98.43,72.35,16.64,16.5,1.45,20.52,13.4475,G2F,G2F
2018-07-03,MNH1,0.25,24.6852083333333,18.67,31.67,28.94,98.73,76.4,19.12,18.76,1.91,20.52,14.6852083333333,G2F,G2F
2018-07-04,MNH1,0,24.598125,22.28,29.78,25.36,98.9,86.06,23.42,23.39,1.93,20.52,14.598125,G2F,G2F
2018-07-05,MNH1,0.25,23.2810416666667,16.44,26.78,20.81,99.12,82.1,21.21,21.03,2.82,20.52,13.2810416666667,G2F,G2F
2018-07-06,MNH1,0,22.728125,15.72,29.83,29.78,99.62,66.5,13.21,12.99,2.44,20.52,12.728125,G2F,G2F
2018-07-07,MNH1,0,22.925,15.44,30.17,29.89,99.34,64.65,12.31,12.09,1.81,20.52,12.925,G2F,G2F
2018-07-08,MNH1,0,24.79625,17.22,32.28,29.89,98.99,72.84,15.59,15.29,2.63,20.52,14.79625,G2F,G2F
2018-07-09,MNH1,0,25.4291666666667,19.22,31.94,23.9,98.74,78,18.92,18.65,2.54,20.52,15.4291666666667,G2F,G2F
2018-07-10,MNH1,0,23.8254166666667,15.44,32.17,24.77,98.7,66.28,17.63,17.45,1.83,20.52,13.8254166666667,G2F,G2F
2018-07-11,MNH1,3.05,26.7327083333333,18.39,34.61,28.1,98.75,65.51,16.5,16.34,1.68,20.52,16.7327083333333,G2F,G2F
2018-07-12,MNH1,6.35,27.8179166666667,22.28,35.22,13.41,98.63,76.82,19.98,19.82,3.55,20.52,17.8179166666667,G2F,G2F
2018-07-13,MNH1,0.25,22.3722916666667,18.5,25.67,23.94,98.46,79.99,21.87,21.76,2.24,20.52,12.3722916666667,G2F,G2F
2018-07-14,MNH1,0.25,23.5208333333333,17,29.89,14.9,98.36,85.87,22.01,22,0.81,20.52,13.5208333333333,G2F,G2F
2018-07-15,MNH1,5.08,24.8797916666667,18.44,30.39,24.61,98.15,79.87,22.07,22.01,0.91,20.52,14.8797916666667,G2F,G2F
2018-07-16,MNH1,0,23.05,15.83,30.22,28,98.17,68.12,17.5,17.25,2.85,20.52,13.05,G2F,G2F
2018-07-17,MNH1,0,22.2964583333333,16.06,28.28,27.96,98.56,66.08,14.26,14.16,2.16,20.52,12.2964583333333,G2F,G2F
2018-07-18,MNH1,8.38,22.8635416666667,14.61,30.39,23.71,98.59,72.07,15.75,15.64,1.35,20.52,12.8635416666667,G2F,G2F
2018-07-19,MNH1,0.25,19.7925,18.33,21.28,13.82,97.95,74.6,16.48,16.23,3.35,20.52,9.7925,G2F,G2F
2018-07-20,MNH1,0,20.1339583333333,17.11,25.33,6.63,97.15,88.53,19.33,19.35,2.45,20.52,10.1339583333333,G2F,G2F
2018-07-21,MNH1,0,20.855,16.28,26.33,18.72,97.72,84.57,18.62,18.62,4.64,20.52,10.855,G2F,G2F
2018-07-22,MNH1,0,20.8027083333333,16.44,26.72,12.73,98.11,81.27,17.56,17.51,3.56,20.52,10.8027083333333,G2F,G2F
2018-07-23,MNH1,0,22.1835416666667,14.67,29.33,26.78,98.17,76.53,17.27,17.17,2.18,20.52,12.1835416666667,G2F,G2F
2018-07-24,MNH1,0.76,21.42375,12.78,28.11,26.03,98.28,73.01,17.41,17.32,2.41,20.52,11.42375,G2F,G2F
2018-07-25,MNH1,0,20.1470833333333,14.44,27.39,22.46,98.22,70.39,16.94,16.76,2.2,20.52,10.1470833333333,G2F,G2F
2018-07-26,MNH1,0,16.755,12.67,21.06,16.49,98.05,72.6,14.57,14.45,3.62,20.52,6.755,G2F,G2F
2018-07-27,MNH1,0,18.0625,10.17,25.44,20.95,98.39,69.5,13.18,13.1,2.68,20.52,8.0625,G2F,G2F
2018-07-28,MNH1,0,18.4745833333333,9.5,27,24.85,98.64,65.71,13.37,13.28,1.34,20.52,8.4745833333333,G2F,G2F
2018-07-29,MNH1,0,19.6952083333333,10.94,28.61,23.28,98.58,62.21,13.5,13.41,1.04,20.52,9.6952083333333,G2F,G2F
2018-07-30,MNH1,0,20.4929166666667,11.33,28.72,22.39,98.52,66.55,14.82,14.73,1.41,20.52,10.4929166666667,G2F,G2F
2018-07-31,MNH1,0,21.8960416666667,12.5,31.61,NA,98.37,62.92,14.38,14.29,0.89,20.52,11.8960416666667,G2F,G2F
2018-08-01,MNH1,0,19.6591666666667,14.17,27.5,22.22,98.06,66.44,15.63,15.51,2.31,18.43,9.6591666666667,G2F,G2F
2018-08-02,MNH1,0,17.4527083333333,11.33,25.17,13.1,98.14,76.02,16.7,16.64,1.7,18.43,7.4527083333333,G2F,G2F
2018-08-03,MNH1,2.54,23.093125,13.94,32.22,18.12,98.38,77.78,17.81,17.7,1.63,18.43,13.093125,G2F,G2F
2018-08-04,MNH1,7.37,23.08125,20.39,25.61,19.07,98.22,68.94,19.17,19.04,3.39,18.43,13.08125,G2F,G2F
2018-08-05,MNH1,1.02,22.34625,18.22,27.67,20.07,98.25,72.44,20.42,20.28,3.59,18.43,12.34625,G2F,G2F
2018-08-06,MNH1,1.27,22.2925,18.78,27.56,14.28,98.22,81.61,20.19,20.12,2.76,18.43,12.2925,G2F,G2F
2018-08-07,MNH1,0,18.8570833333333,15.28,24.67,6.09,98.19,80.33,17.63,17.56,1.54,18.43,8.8570833333333,G2F,G2F
2018-08-08,MNH1,0,22.268125,13.61,30.56,24.47,98.06,72.08,17.19,17.1,1.65,18.43,12.268125,G2F,G2F
2018-08-09,MNH1,0,23.789375,18,29.78,22.31,98,74.84,19.64,19.52,2.23,18.43,13.789375,G2F,G2F
2018-08-10,MNH1,0,22.4591666666667,14.28,30.5,23.82,98.21,62.83,16.49,16.32,1.47,18.43,12.4591666666667,G2F,G2F
2018-08-11,MNH1,0,22.294375,14.06,31.56,24.89,98.35,62.04,16.87,16.69,1.63,18.43,12.294375,G2F,G2F
2018-08-12,MNH1,0,23.7227083333333,15.89,31.83,24.12,98.67,64.43,18.07,17.93,0.67,18.43,13.7227083333333,G2F,G2F
2018-08-13,MNH1,1.52,24.7322916666667,16.94,32.78,24.41,98.5,66.98,18.62,18.49,1.3,18.43,14.7322916666667,G2F,G2F
2018-08-14,MNH1,0,24.5627083333333,18.22,33.56,19.73,98.18,65.26,17.4,17.25,1.83,18.43,14.5627083333333,G2F,G2F
2018-08-15,MNH1,19.05,23.681875,19.28,29.56,17.44,98.02,72.27,19.3,19.14,1.54,18.43,13.681875,G2F,G2F
2018-08-16,MNH1,0.25,21.1879166666667,18.33,26.78,14.28,98.07,88.9,21.06,21.08,1.65,18.43,11.1879166666667,G2F,G2F
2018-08-17,MNH1,0,21.0952083333333,16.72,26.5,17.13,98.23,86.56,20.38,20.38,1.72,18.43,11.0952083333333,G2F,G2F
2018-08-18,MNH1,0,21.8097916666667,14.11,29.94,20,98.38,77.94,17.5,17.41,1.57,18.43,11.8097916666667,G2F,G2F
2018-08-19,MNH1,0.51,22.7125,16.94,29.83,20.81,98.22,72.34,16.5,16.37,0.96,18.43,12.7125,G2F,G2F
2018-08-20,MNH1,0,20.9404166666667,15.89,23.33,5.04,97.84,82.73,18.85,18.82,3.67,18.43,10.9404166666667,G2F,G2F
2018-08-21,MNH1,0,17.76125,11.67,22.11,10.68,98.05,81.99,16.46,16.24,4.24,18.43,7.76125,G2F,G2F
2018-08-22,MNH1,0,17.279375,7.94,27.17,23.97,98.69,67.11,11.62,11.54,2.85,18.43,7.279375,G2F,G2F
2018-08-23,MNH1,0.76,18.6741666666667,10.39,26.17,22.36,98.5,70.96,13.22,13.12,2.39,18.43,8.6741666666667,G2F,G2F
2018-08-24,MNH1,0,19.610625,17.56,25.33,5.67,97.96,83.51,15.58,15.5,4.36,18.43,9.610625,G2F,G2F
2018-08-25,MNH1,3.56,19.5527083333333,15.39,26.28,16.45,97.92,81.79,19.5,19.43,1.97,18.43,9.5527083333333,G2F,G2F
2018-08-26,MNH1,23.37,22.4,17.67,26.33,15.84,98.15,89.48,21.8,21.66,1.9,18.43,12.4,G2F,G2F
2018-08-27,MNH1,1.27,24.1435416666667,20.56,29.33,15.49,97.65,86.99,23.08,23.09,4.81,18.43,14.1435416666667,G2F,G2F
2018-08-28,MNH1,0,18.1025,14.5,20.61,7.85,97.73,89.03,22.85,22.82,3.52,18.43,8.1025,G2F,G2F
2018-08-29,MNH1,0,14.9229166666667,8.56,22.06,18.24,98.44,81.92,14.89,14.8,2.53,18.43,4.9229166666667,G2F,G2F
2018-08-30,MNH1,10.67,18.154375,10.94,25.56,18.23,98.86,80.74,13.81,13.75,1.9,18.43,8.154375,G2F,G2F
2018-08-31,MNH1,0.25,22.72875,18.94,29.61,19.05,98.34,84.56,17.69,17.27,3.32,18.43,12.72875,G2F,G2F
2018-09-01,MNH1,1.02,22.864375,19.78,29.06,6.69,98.1,95.79,22.07,22.08,2.78,17.1,12.864375,G2F,G2F
2018-09-02,MNH1,12.19,21.929375,18.89,27.28,9.31,98.35,93.4,22.21,22.23,2.36,17.1,11.929375,G2F,G2F
2018-09-03,MNH1,15.24,21.0829166666667,19.17,24.28,6.86,98.76,94.67,21.65,21.67,2.01,17.1,11.0829166666667,G2F,G2F
2018-09-04,MNH1,1.52,21.2110416666667,18.94,26.06,18.16,98.6,87.35,22.4,22.38,3.19,17.1,11.2110416666667,G2F,G2F
2018-09-05,MNH1,0,18.1420833333333,11.94,21.17,5.83,98.6,90.59,20,19.97,3.21,17.1,8.1420833333333,G2F,G2F
2018-09-06,MNH1,0,16.00625,11.33,22.67,22,99.29,84.02,13.86,13.76,2.76,17.1,6.00625,G2F,G2F
2018-09-07,MNH1,0,16.6933333333333,11.56,24.11,10.11,99.22,82.47,11.56,11.55,2.83,17.1,6.6933333333333,G2F,G2F
2018-09-08,MNH1,0,16.535625,11.22,23.56,19,99.02,82.71,12.73,12.73,3.86,17.1,6.535625,G2F,G2F
2018-09-09,MNH1,0,15.4660416666667,9.11,24.22,21.58,98.64,78.46,10.14,10.12,2.76,17.1,5.4660416666667,G2F,G2F
2018-09-10,MNH1,0,17.645,8.94,27.67,21.56,98.43,76.95,11.55,11.46,1.04,17.1,7.645,G2F,G2F
2018-09-11,MNH1,0,21.4539583333333,14.78,28.67,20.74,98.61,78.26,13.21,13.08,2.13,17.1,11.4539583333333,G2F,G2F
2018-09-12,MNH1,0,22.1145833333333,16.11,30.39,20.59,98.76,79.92,15.29,15.16,2.13,17.1,12.1145833333333,G2F,G2F
2018-09-13,MNH1,0,22.169375,15.39,30.39,20.78,98.78,83.68,15.75,15.7,2.09,17.1,12.169375,G2F,G2F
